Id,Action
1,0.9313476072953661
2,0.9431911166459459
3,0.9572243448294293
4,0.9431911166459459
5,0.9661578386371275
6,0.9431911166459459
7,0.9661578386371275
8,0.9885021145935137
9,0.9313476072953661
10,0.9252348872404936
11,0.9086698846618629
12,0.956220390742106
13,0.9313476072953661
14,0.9313476072953661
15,0.9431911166459459
16,0.9572243448294293
17,0.9313476072953661
18,0.9086698846618629
19,0.9661578386371275
20,0.9431911166459459
21,0.9809593098092076
22,0.9431911166459459
23,0.9313476072953661
24,0.8904651939019754
25,0.9313476072953661
26,0.9431911166459459
27,0.9313476072953661
28,0.8904651939019754
29,0.9572243448294293
30,0.9313476072953661
31,0.9671471668365238
32,0.9572243448294293
33,0.9661578386371275
34,0.9661578386371275
35,0.9671471668365238
36,0.9313476072953661
37,0.9661578386371275
38,0.9811744554975671
39,0.9313476072953661
40,0.9313476072953661
41,0.9313476072953661
42,0.9431911166459459
43,0.9313476072953661
44,0.9734161467131469
45,0.9434377562621322
46,0.9572243448294293
47,0.9431911166459459
48,0.9313476072953661
49,0.9884102252919931
50,0.9313476072953661
51,0.9469404140718191
52,0.956220390742106
53,0.956220390742106
54,0.9313476072953661
55,0.9431911166459459
56,0.9313476072953661
57,0.9734161467131469
58,0.9572243448294293
59,0.9313476072953661
60,0.9431911166459459
61,0.9431911166459459
62,0.968975455770492
63,0.9313476072953661
64,0.9661578386371275
65,0.9749046139620219
66,0.9431911166459459
67,0.9313476072953661
68,0.9431911166459459
69,0.9447757209893128
70,0.9313476072953661
71,0.9572243448294293
72,0.9431911166459459
73,0.9313476072953661
74,0.9740644749651369
75,0.9431911166459459
76,0.9313476072953661
77,0.9572243448294293
78,0.9661578386371275
79,0.9431911166459459
80,0.8904651939019754
81,0.9431911166459459
82,0.9086698846618629
83,0.9313476072953661
84,0.9661578386371275
85,0.9431911166459459
86,0.9313476072953661
87,0.9431911166459459
88,0.9572243448294293
89,0.9572243448294293
90,0.9313476072953661
91,0.9572243448294293
92,0.9431911166459459
93,0.9661578386371275
94,0.9086698846618629
95,0.9252348872404936
96,0.9313476072953661
97,0.9086698846618629
98,0.9313476072953661
99,0.9431911166459459
100,0.9100050539919862
101,0.9303048264518863
102,0.9431911166459459
103,0.9086698846618629
104,0.9313476072953661
105,0.9431911166459459
106,0.9431911166459459
107,0.9431911166459459
108,0.9306032964074034
109,0.9431911166459459
110,0.8904651939019754
111,0.9086698846618629
112,0.9431911166459459
113,0.9086698846618629
114,0.9431911166459459
115,0.9431911166459459
116,0.9671471668365238
117,0.9671471668365238
118,0.9431911166459459
119,0.9431911166459459
120,0.9431911166459459
121,0.9313476072953661
122,0.9661578386371275
123,0.9313476072953661
124,0.9431911166459459
125,0.9431911166459459
126,0.9252348872404936
127,0.9431911166459459
128,0.9313476072953661
129,0.9313476072953661
130,0.9313476072953661
131,0.9661578386371275
132,0.9568933890503575
133,0.9086698846618629
134,0.9313476072953661
135,0.9431911166459459
136,0.9447757209893128
137,0.9740644749651369
138,0.9661578386371275
139,0.9313476072953661
140,0.9572243448294293
141,0.9745053223488096
142,0.9313476072953661
143,0.9661578386371275
144,0.9313476072953661
145,0.9431911166459459
146,0.9313476072953661
147,0.9431911166459459
148,0.9252348872404936
149,0.9572243448294293
150,0.9431911166459459
151,0.9431911166459459
152,0.9661578386371275
153,0.9661578386371275
154,0.9306032964074034
155,0.8904651939019754
156,0.9447757209893128
157,0.9431911166459459
158,0.9431911166459459
